127.0.0.1 - - [02/Mar/2019:13:14:02 +0000] "GET /2019/03/02/hello-world/ HTTP/1.0" 200 17573 "http://and.local/2019/03/02/hello-world/" "WordPress/5.1; http://and.local"
127.0.0.1 - - [02/Mar/2019:13:14:04 +0000] "POST /wp-cron.php?doing_wp_cron=1551532444.1825559139251708984375 HTTP/1.0" 200 0 "http://and.local/wp-cron.php?doing_wp_cron=1551532444.1825559139251708984375" "WordPress/5.1; http://and.local"
127.0.0.1 - - [02/Mar/2019:13:51:38 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://and.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:13:53:38 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://and.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:13:55:39 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://and.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:13:57:40 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://and.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:13:59:42 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://and.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:13:59:48 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 43303 "http://and.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:13:59:49 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=jquery-core,jquery-migrate,utils&ver=5.1 HTTP/1.0" 200 109102 "http://and.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:13:59:49 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,thickbox,underscore,backbone,wp-util,wp-backbone,wp-a11y,customize-base,theme,updates,svg-painter&ver=5.1 HTTP/1.0" 200 156161 "http://and.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:13:59:49 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5B%5D=,site-icon,l10n,buttons,wp-auth-check&ver=5.1 HTTP/1.0" 200 339095 "http://and.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:13:59:49 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://and.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:13:59:59 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://and.local/wp-admin/themes.php?search=un" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:00:00 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://and.local/wp-admin/themes.php?search=unwind" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:00:03 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://and.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:00:09 +0000] "GET /wp-admin/theme-install.php HTTP/1.0" 200 40489 "http://and.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:00:09 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,underscore,backbone,wp-util,wp-backbone,wp-a11y,customize-base,theme,updates,svg-painter&ver=5.1 HTTP/1.0" 200 142997 "http://and.local/wp-admin/theme-install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:00:09 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://and.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:00:10 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 23211 "http://and.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:00:14 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://and.local/wp-admin/theme-install.php?search=un" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:00:15 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://and.local/wp-admin/theme-install.php?search=unwind" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:00:16 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 167020 "http://and.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:00:16 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 2052 "http://and.local/wp-admin/theme-install.php?search=un" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:00:44 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 348 "http://and.local/wp-admin/theme-install.php?search=unwind" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:01:10 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://and.local/wp-admin/theme-install.php?search=unwind" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:02:01 +0000] "GET /wp-admin/themes.php?action=activate&_wpnonce=57951d8e82&stylesheet=siteorigin-unwind HTTP/1.0" 302 0 "http://and.local/wp-admin/theme-install.php?search=unwind" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:02:02 +0000] "GET /wp-admin/themes.php?activated=true HTTP/1.0" 200 47539 "http://and.local/wp-admin/theme-install.php?search=unwind" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:02:03 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://and.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:02:13 +0000] "GET / HTTP/1.0" 200 20314 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:02:14 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://and.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:02:48 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=editor-buttons&ver=5.1 HTTP/1.0" 200 27129 "http://and.local/wp-admin/customize.php?url=http%3A%2F%2Fand.local%2F" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:02:48 +0000] "GET /wp-admin/customize.php?url=http%3A%2F%2Fand.local%2F HTTP/1.0" 200 1364471 "http://and.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:02:49 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets,site-icon&load%5B%5D=,l10n,buttons,customize-controls,customize-widgets,customize-nav-menus,media-views,wp-color-picker,code-editor&ver=5.1 HTTP/1.0" 200 446784 "http://and.local/wp-admin/customize.php?url=http%3A%2F%2Fand.local%2F" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:02:49 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=jquery-core,jquery-migrate,underscore,customize-base,wp-a11y,wp-util,jquery-ui-core,customize-controls,jquery-ui-widget,jquery-u&load%5B%5D=i-mouse,jquery-ui-sortable,jquery-ui-draggable,jquery-ui-droppable,backbone,wp-backbone,wp-ajax-response,jquery-color,wp-lists,p&load%5B%5D=ostbox,nav-menu,shortcode,utils,media-models,moxiejs,plupload,wp-plupload&ver=5.1 HTTP/1.0" 200 507233 "http://and.local/wp-admin/customize.php?url=http%3A%2F%2Fand.local%2F" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:02:52 +0000] "GET /?customize_changeset_uuid=04b68f83-2d59-4cd2-a82a-fef04a3ab481&customize_theme=siteorigin-unwind&customize_messenger_channel=preview-0 HTTP/1.0" 200 62615 "http://and.local/wp-admin/customize.php?url=http%3A%2F%2Fand.local%2F" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:02:52 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://and.local/wp-admin/customize.php?url=http%3A%2F%2Fand.local%2F" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:05:36 +0000] "GET / HTTP/1.0" 200 20314 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:05:37 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://and.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:06:09 +0000] "GET /wp-admin/profile.php HTTP/1.0" 200 38483 "http://and.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:06:10 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=jquery-core,jquery-migrate,utils,zxcvbn-async&ver=5.1 HTTP/1.0" 200 109427 "http://and.local/wp-admin/profile.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:06:10 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,password-strength-meter,underscore,wp-util,user-profile,svg-painter&ver=5.1 HTTP/1.0" 200 53563 "http://and.local/wp-admin/profile.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:06:10 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://and.local/wp-admin/profile.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:06:28 +0000] "GET /wp-admin/customize.php?return=%2Fwp-admin%2Fprofile.php HTTP/1.0" 200 1364547 "http://and.local/wp-admin/profile.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:06:30 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://and.local/wp-admin/customize.php?return=%2Fwp-admin%2Fprofile.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:06:31 +0000] "GET /?customize_changeset_uuid=3230409b-c5cb-49cd-bc85-782136d04bf2&customize_theme=siteorigin-unwind&customize_messenger_channel=preview-0 HTTP/1.0" 200 62615 "http://and.local/wp-admin/customize.php?return=%2Fwp-admin%2Fprofile.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:06:57 +0000] "GET /?s=a&customize_changeset_uuid=3230409b-c5cb-49cd-bc85-782136d04bf2&customize_theme=siteorigin-unwind&customize_messenger_channel=preview-1 HTTP/1.0" 200 63685 "http://and.local/wp-admin/customize.php?return=%2Fwp-admin%2Fprofile.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:07:31 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://and.local/wp-admin/customize.php?return=%2Fwp-admin%2Fprofile.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:07:35 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 499 0 "http://and.local/wp-admin/customize.php?return=%2Fwp-admin%2Fprofile.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:07:36 +0000] "GET /wp-admin/profile.php HTTP/1.0" 200 38483 "http://and.local/wp-admin/customize.php?return=%2Fwp-admin%2Fprofile.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:07:36 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://and.local/wp-admin/profile.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:07:43 +0000] "GET /wp-admin/edit.php?post_type=page HTTP/1.0" 200 46499 "http://and.local/wp-admin/profile.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:07:43 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,jquery-ui-core,jquery-ui-widget,jquery-ui-position,jquery-ui-menu,wp-a11y,jquery-ui-autocomplete,ta&load%5B%5D=gs-suggest,inline-edit-post&ver=5.1 HTTP/1.0" 200 69205 "http://and.local/wp-admin/edit.php?post_type=page" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
127.0.0.1 - - [02/Mar/2019:14:07:43 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://and.local/wp-admin/edit.php?post_type=page" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
